cuisine,star_rating,restaurant_id,longitude,num_reviews,restaurant_name,latitude,is_closed,zip_code
"American (New), Pizza, Sushi Bars",3.5,ZvocXszLPa2G4quoP_m7ow,-71.16943333,16,Bianca,42.322894,0,02467
Coffee & Tea,5.0,y5lCCZ4YZk4jLSmBaATOmw,-71.0555,178,Polcari's Coffee,42.36401,0,02113
"Mexican, Pakistani, Halal",4.0,lL-SMeoEoFF4s213XmJ7ig,-71.09672,44,Nachlo,42.33195,0,02120
"Steakhouses, Seafood, Cocktail Bars",4.0,ooaCl61BsK7kJlZnYOq0UQ,-71.0815887451,1357,Abe & Louie's,42.3492240906,0,02116
"Bars, American (Traditional), Breakfast & Brunch",4.0,QFEEm3joTWU5ZF4suCuRPQ,-71.0805253553,453,Five Horses Tavern,42.3417445442,0,02118
Mexican,3.5,d6lZvLNxebUYJUA8_3M3ZA,-71.1062850952,368,Sol Azteca,42.346698761,0,02215
"Burgers, Beer Gardens, Karaoke",3.5,uKB1eXRNNBq2w4-wUkusZA,-71.1214953,894,Charlie's Kitchen,42.3724547,0,02138
"Italian, Wine Bars",4.0,LGNpVs8cRBllNVml8wI0Vg,-71.0539465,697,Limoncello Ristorante,42.3634326,0,02113
"Coffee & Tea, Herbs & Spices",5.0,bSFI7EtvQmek2oQv7whtiQ,-71.057115,9,Soluna,42.3619511,0,02108
"Sports Bars, American (Traditional)",3.0,x4fNltn_RTWU4xLY3gJQUA,-71.085554223,110,Champions,42.3626509767,0,02142
"American (New), Seafood",2.5,kWtNTElfL8wZQpaTs6CPlQ,-71.0548280727,158,Society On High,42.3542438416,0,02110
Cafes,5.0,kZNXpQhKSxehtdheI3XaUw,-71.1031040241,2,Atrium Cafe,42.3361712213,0,02115
Barbeque,3.5,hMXmkxDN5YhG14_kYfPJfw,-71.0841248,128,Pit Stop Barbecue,42.28093,0,02126
"Bars, Latin American, Burgers",3.0,oIzfAg8hEkzVrxTJaIfoPQ,-71.0921872,25,Fort Hill Bar & Grill,42.3217073,0,02119
"Vegetarian, Vegan, Juice Bars & Smoothies",4.5,n4w8EfGk828qQehX9JSehQ,-71.1054959486,1454,Life Alive,42.3665930143,0,02139
"Coffee & Tea, Delis, Sandwiches",4.0,A86KZNesn79wjY8_V4zZew,-71.045791626,119,PS Gourmet Coffee,42.3351478577,0,02127
Pizza,4.5,YahZY-rPLJYg9cv_esCspA,-71.08981,37,Mario's Pizzeria,42.31306,0,02121
Mexican,4.0,5gXXDtyHHsvFY0RfZUqUGw,-71.0386734,15,Casa Mariachi,42.3927498,0,02150
Coffee & Tea,3.0,7V2_ajvHw663gTU0RSqsZg,-71.0878301388,66,Starbucks,42.363889,0,02142
"Russian, Modern European, Venues & Event Spaces",2.5,-Yt1oOD4xufkz6lIjm_XCA,-71.1309472693,15,Crystal,42.3555024288,0,02134
"Cuban, Desserts, Salad",3.5,OGmH_HW9q-ttKdN_BagaxQ,-71.0731128,315,Doña Habana,42.3325728,0,02118
Coffee & Tea,4.5,AfsNZlHod7C80OdTeJ_coQ,-71.060347,30,APM coffee,42.349415,0,02111
"Bakeries, Coffee & Tea, Breakfast & Brunch",3.5,J1LsQDKFIl70x7OWPO-esg,-71.0811372881,49,Tatte Bakery & Cafe,42.3621608144,0,02142
"Mediterranean, Greek",3.5,VVAbbD6r7caiTFtebPgCdw,-71.07152,65,Cafe Med,42.35092,0,02116
"Pizza, Sandwiches, Salad",4.0,ADoJpCsxu7GOL-SP7gSesA,-71.1683344482,187,Pizza Etc,42.3511675662,0,02135
"International Grocery, Delis, Sandwiches",4.5,Ej0yRND4h6DFtsgg9jCHVA,-71.0589699,51,DJ's Market,42.3254592,0,02125
"Mediterranean, Breakfast & Brunch, American (New)",3.5,GLP0_Rs2y4Q0Gxk7r1dddQ,-71.10144,310,ZuZu,42.363774,0,02139
Pizza,3.5,pX2iFOlfRV7x6HHSk2PFzQ,-71.06805,23,Mythos Pizza,42.30513,0,02122
Pizza,4.0,m-NiLDEGmPiaihFZItA18A,-71.0565,118,Haymarket Pizza,42.36163,0,02109
Thai,4.0,vFxYhoBFbnQkPXKYN782bg,-71.1329267,481,S & I Thai,42.3529551,0,02134
American (Traditional),3.5,2us-KtZSl1N9uZwzGTd4dw,-71.0674657,51,Rebel's Guild,42.3503716,0,02116
"American (New), Bars",3.5,JZPPsLYmLCc9uwuolor7cQ,-71.12006,510,Temple Bar,42.38273,0,02138
"Asian Fusion, Noodles",3.5,X1qssn-paNYHiyjSxZ-VFg,-71.0541444966,706,wagamama - faneuil hall,42.3601740515,0,02109
"Sandwiches, Coffee & Tea, Juice Bars & Smoothies",4.5,7R68Kg6adnzicSp5m5CjSw,-71.0372385,73,Toasted Flats,42.3712229,0,02128
"Donuts, Coffee & Tea",2.0,GjphHgL108sCxVH_C-e4zQ,-71.0611205217,9,Dunkin',42.2967407025,0,02122
"American (Traditional), Burgers, Cocktail Bars",3.5,smiGOZuyboXfc8LyC2jXpg,-71.079786,961,Joe's American Bar & Grill,42.350469,0,02116
"Sandwiches, Cafes, American (New)",4.0,OSIHtgloOedzQ2jHJIWx0Q,-71.1167218164,30,Clover Food Lab,42.376170836,0,02138
Mediterranean,4.0,io-96LKZ13HM992__Pao3A,-71.07678,189,Tahaza Hummus Kitchen,42.36957,0,02141
"Thai, Noodles, Gluten-Free",3.5,MOFJbwaQ_fWzySNGbRNrJQ,-71.1199877,593,Sugar & Spice,42.3896815,0,02140
"Pakistani, Halal, Indian",3.5,e0Xqct07zghIfUQrSITjaw,-71.1447026208,194,Darbar,42.3548756245,0,02135
Ice Cream & Frozen Yogurt,4.0,5y6uw0sFh-zmA2J6XdFywg,-71.1275307743,20,Delicious Yogurt,42.286875986,0,02131
Local Flavor,5.0,8io-EgOPcbZPLRTTle2Onw,-71.11904,1,Honor System Books,42.37379,0,02138
"Burgers, Hot Dogs, Bars",3.0,5Jm8du6LOoQGvGcaDuVj7w,-71.075599,208,Tasty Burger,42.347288,0,02116
American (New),4.0,doBbmR_jkEj1c3IJdi2Dzw,-71.0852645,3,Northeastern's Faculty Club,42.3378141,0,02228
"Bakeries, Haitian",3.0,6zh0wz8GWeBLxvafFakDuw,-71.092825,48,Le Foyer Bakery,42.270254,0,02126
"Fast Food, Chicken Shop",3.0,bpqgDX8s2pimrz2wxclG6w,-71.1683328,129,Chick-fil-A,42.2599684,0,02026
"Italian, Wine Bars, Seafood",3.5,Hnx34LxtfW4XV0gZ18zMBg,-71.0543352,412,Vinoteca di Monica,42.3633988,0,02109
"Delis, Pizza, Coffee & Tea",4.5,RigU2n4W4NCl3bdPgRdd6A,-71.00739,75,Milano's Delicatessen,42.38702,0,02128
"Pubs, American (Traditional), Belgian",4.0,rK-fgI2_-x0T4lxwF9L4Ww,-71.1367036549,1181,The Publick House,42.3394130268,0,02445
"Italian, Bars",3.5,0goWTmfdgwOe6b-pPPp3Gg,-71.0681865,300,Antonio's Cucina Italiana,42.360946,0,02114
"Vietnamese, Food Trucks, Asian Fusion",3.5,saXIDQwa1XWroW-qGrMtvQ,-71.0547486688,319,Bon Me,42.3526719364,0,02210
Caribbean,2.0,MWGhDVkHxgyxl_SfEWeSgw,-71.09071,24,Bon Appetit Restaurant,42.28554,0,02124
"Juice Bars & Smoothies, Acai Bowls, Vegan",4.5,0f2mIro9yNrxF1V9ZhEU_Q,-71.11461,39,Carrot Flower,42.31149,0,02130
Pubs,3.0,c319_3VSm9DyYwhkLXrunA,-71.0595649481,212,The Hub Pub,42.3573133349,0,02108
"Italian, Wine Bars",4.0,q5dHr7QnzUooZ2vSUHyVvg,-71.0528222,576,Nico Ristorante,42.3656649,0,02113
"American (New), Cooking Classes",4.5,0sZ7ObzXZ5KM82g7Q7awqA,-71.0713678521,43,Stir,42.3437051871,0,02118
"Burgers, Fast Food, Hot Dogs",3.0,uGepYP2WiLOZrqF4QdSCIw,-71.06408,52,Tasty Burger,42.3665417,0,02114
"Bakeries, Coffee & Tea",4.5,kSciY7trd0dQwk15SnSJYQ,-71.11253,377,Petsi Pies,42.3835,0,02143
"Caribbean, Seafood, Dance Clubs",3.0,-ad2yZYCBzMbypQhs9b84Q,-71.101057,204,La Fábrica Central,42.363622,0,02139
"Bars, American (Traditional)",4.0,ULGoHTVLp5ZgUEBoxFb4vg,-71.08362,154,Slade's Bar & Grill,42.33723,0,02120
"Latin American, Dominican",2.0,BdHONnZzNFUdwQJbpuOd_A,-71.1194877,37,100% Delicias,42.2785607,0,02131
"Ramen, Sushi Bars, Noodles",3.5,mufubjK4YaveA-gamqhYxg,-71.121683,282,Snappy Kitchen,42.394829,0,02144
Latin American,2.5,vGSSx8tC7pCtOeLVrGl7IQ,-71.08489,2,Bocao Latin Flavor,42.30292,0,02121
Wine Bars,5.0,yC6PZ5gYcOxcBWU3HIPq2Q,-71.0397563946,8,Gray’s Hall,42.3354524566,0,02127
"Dive Bars, Beer Bar",3.5,QUaPx-tp57Ih7_2hC20TJA,-71.05498,31,J J Donovan's,42.36052,0,02109
"Fast Food, Burgers",2.0,02VRFX03ByDYCcLWFSjr2g,-71.057832,23,Burger King,42.3094097,0,02125
Landmarks & Historical Buildings,4.5,FSYFr_LJzRlkqZZ-pl9mEQ,-71.05451,118,Old North Church & Historic Site,42.36649,0,02113
"Sandwiches, Salad",3.0,ZHUL5Vu7-iJ1r9F_wVfliA,-71.0551,132,Bailey & Sage,42.35895,0,02109
"Coffee & Tea, Sandwiches, Falafel",3.5,VXX-w16d2o3eGBJ-7oB_4A,-71.0951735,48,Butterfly Falafel,42.3314072,0,02120
Parks,5.0,QeUkoiYBdc-scfX2ZruVBQ,-71.0391693115,4,Navy Fuel Pier,42.375,0,
"Grocery, Bakeries, Delis",3.0,f7oUwUG4dpuBX83LhyDNRw,-71.137539,54,Shaw's,42.360934,0,02135
"Convenience Stores, Coffee & Tea",3.5,-nmG7xnWDYUvXiRyKH7VsQ,-71.1114665833,14,7-Eleven,42.320333206,0,02130
Burgers,3.5,q8w8prtrDBgFrTzAl2hW4Q,-71.1132889,348,Boston Burger Company,42.3707199,0,02138
Vietnamese,3.5,pVlfP3MeTkfuNq7xtCIV7w,-71.1207563,313,Pho Lemongrass,42.3411251,0,02446
"Convenience Stores, Coffee & Tea",3.0,i5-tfkNvreALsjeI-N_2Xw,-71.0590642932,18,7-Eleven,42.3546294194,0,02110
Vietnamese,4.0,qR7sBd0PbLb01a63E2ltAA,-71.058248654,43,King Do Restaurant,42.3086942732,0,02125
"Asian Fusion, Taiwanese",3.5,sbX7UlNZ0M4R13yX8xnp6A,-71.1306342,220,Blue Asia Cafe,42.3529745,0,02134
"American (Traditional), Pubs",3.5,r2CqNYEZyVT3Ay9DRYeF9w,-71.0612788,221,Blackmoor Bar and Kitchen,42.3714177,0,02129
"Convenience Stores, Coffee & Tea",3.5,kGLYYjgvRV4czVrV3ka5UQ,-71.1746078836,6,7-Eleven,42.2699387533,0,02026
"Colombian, American (Traditional)",3.5,akl1PmHnaM6wwH_Hm1lWhw,-71.03883,24,Mi Rancho Restaurant,42.37151,0,02128
"Burgers, Sandwiches, Pizza",3.5,aK02FMCeeIcSpezsvBGEZg,-71.155551,188,The Real Deal,42.285663,0,02132
Parks,4.0,EMSQzLVdnxYrmFxChEPFug,-71.1182168126,1,Riverbend Park,42.3693059972,0,
"Salad, Breakfast & Brunch, Korean",4.5,mMhlvAJuNn4bBCwaT8Fknw,-71.05952,47,Bonne Chance Cafe,42.36421,0,02114
Museums,4.5,ZSaizqMFNDRGEsJAJ0sOpA,-71.05935,27,USS Cassin Young,42.37204,0,02129
"Museums, Tours, Venues & Event Spaces",4.5,6aQ3FGZYJ506O1qHQUvC5Q,-71.0511607277,423,Boston Tea Party Ships & Museum,42.3523630472,0,02210
"Mexican, American (New), Juice Bars & Smoothies",3.0,8zbOkuB061SVpv_KPXv0Mw,-71.016186,109,Currito,42.366614,0,02228
"Cocktail Bars, Dominican, Latin American",3.5,l7iATT41a30rJDp5U_EmQg,-71.1209050566,79,Rincon Caribeno Restaurant,42.2556133568,0,02136
Coffee & Tea,4.0,v6CBzW0R6MqOChmcVULvCg,-71.1190003275,111,Cafe Zing,42.3896267832,0,02140
"Ice Cream & Frozen Yogurt, Custom Cakes, Caterers",3.5,KZSt5cGH8qqpdSai-U98Hg,-71.0446840951,17,Ben & Jerry’s,42.351332757,0,02110
Hot Dogs,3.5,p9jbZ0E4723w08LWNCDSiw,-71.09389,96,Simco's,42.27238,0,02126
"Mediterranean, Middle Eastern, Salad",4.0,bqd2xyBGUuAieMiJEXB32w,-71.07574,56,Fava Bean Mediterranean,42.36785,0,02141
"Salad, Fast Food, Pizza",4.0,TV2FwNhOTdc-0uLvD-DHQg,-71.119155,65,Blaze Pizza,42.351801,0,02215
"Caribbean, Ice Cream & Frozen Yogurt",3.5,NPuAE48_OhNxnpDi94dQIA,-71.0804626017,19,P&R Restaurant And Ice Cream Parlor,42.3284625722,0,02119
"Coffee & Tea, Donuts",3.5,ma2FTU8Vqpq_TTU2D2NytA,-71.057993,14,Dunkin',42.353496,0,02110
"Diners, Breakfast & Brunch, Sandwiches",4.0,SG3X2tfGSi9ZqZ7BVgCLxA,-71.11261,53,Forest Hills Diner,42.30064,0,02130
Ice Cream & Frozen Yogurt,3.0,-qqxi_JaPN7qzfXo-e3PzQ,-71.0547285353,60,Sprinkles Ice Cream,42.3601462,0,02228
Coffee & Tea,1.0,nfgdSPWg0UaSc5tztx_UPA,-71.113564,1,Simply Black Tea,42.308792,0,02130
"Mexican, Fast Food",3.0,leBIJOs_IqI_oNDfRZpVFg,-71.0580917616,93,Chipotle Mexican Grill,42.353400967,0,02110
"Wine Bars, French",4.0,ZfGuMUhFbSBx0yAKc0GPIA,-71.07171,210,Frenchie Wine Bistro,42.34362,0,02118
Thai,4.0,juLf6bK3ekj6yFHvEOUPsw,-71.1684623618,259,Thai North Restaurant,42.3511817662,0,02135
Bakeries,5.0,rVovMDiMUvY08d1YrQcKnw,-71.0363841906,4,Adela's Bakery,42.3673607592,0,02128
"Dim Sum, Shanghainese, Noodles",3.0,7MCL21P_tngNFXhJKqgTsw,-71.0883053714,95,Dumpling Daughter - Cambridge,42.3618637794,0,02142
Pizza,3.5,luaKtayzcElYuYAug1oy0A,-71.08605,22,Rino's Pizza,42.29979,0,02121
"Pubs, Burgers",4.0,CJ0DuAPIract7wPMWgsXbg,-71.0068,90,Renegade's Pub,42.38689,0,02128
"Cheesesteaks, Sandwiches, Fast Food",3.5,iuxl8BRKZsBpYnuL5ORIow,-71.1072353,11,Charleys Philly Steaks,42.3386237,0,02115
"Bowling, Bars",4.0,exsfTTerWm9yiIqITRgcVw,-71.0424219329,36,South Boston Candlepin,42.3353783557,0,02127
Pan Asian,2.5,B3UN8a02SDAMe5L7MOR9TA,-71.0363138,27,Pan Asia,42.3357477,0,02127
"American (Traditional), Beer Bar, Venues & Event Spaces",3.0,yngIcg8mi-XPTAOocYGIJg,-71.1201899,84,Beat Brew Hall,42.37346,0,02138
"Coffee & Tea, Italian, Breakfast & Brunch",3.5,ZKZBx-C5JpEX7eC0FjntnA,-71.135612,33,Caffe Nero,42.3389976,0,02445
"Ice Cream & Frozen Yogurt, Food Trucks",4.5,9BWl2t268drXEvyB2izcMA,-72.142699,4,Batch,42.32211,0,01531
Italian,4.0,OP0xCQM6ih4VEhl2t39Z-g,-71.0329114,854,Rino's Place,42.3780632,0,02128
Local Flavor,3.5,E3Xh6hSwSDO-722WPW_TGQ,-71.11973,7,Dewey Cheetham & Howe,42.37323,0,02138
"Ice Cream & Frozen Yogurt, Gelato",2.5,Vspy5HW0d84BKRTFocP_kw,-71.05471,266,Gigi Gelateria,42.36384,0,02113
"Bakeries, Sandwiches, Vegan",4.0,Q4720GDGnZ3nPUECERcBZg,-71.115828,341,Fiore's Bakery,42.307928,0,02130
"Italian, Seafood",4.0,uXOVFQraz1va1TrtgiqYTg,-71.05397,1672,The Daily Catch,42.36406,0,02113
Pizza,3.0,61jUygXzzxlTkHZOX1QYMA,-71.0805282593,29,Pizzatalia,42.3353042603,0,02118
"Poke, Juice Bars & Smoothies, Soup",5.0,KmTT9eQwihIt0FxZhInJlg,-71.1197045,26,ONO Pokebar,42.389425,0,02140
Italian,4.0,B7i-4taTCT__fT7lLWglCg,-71.122899,95,Benedetto,42.372277,0,02138
"Donuts, Coffee & Tea",2.0,vS9NpwmIezLHB27uPhIahw,-71.0864985,14,Dunkin',42.3417485,0,02115
Landmarks & Historical Buildings,5.0,U6G3t91nSSisIOubxsjZhQ,-71.1181321737,8,Weeks Footbridge,42.3684640141,0,02138
"Burgers, American (New)",4.5,YckpfZdLcBiPvnw92FUfaw,-71.12081467,74,Veggie Grill,42.37200047,0,02138
"American (New), Cocktail Bars, French",4.0,EN-8RlzC__aR79cSJ6ewAQ,-71.1299,152,Birch Street Bistro,42.28674,0,02131
Coffee & Tea,3.5,MgmTEMoY2RgZS1Q02HacGQ,-71.1052932739,351,1369 Coffee House,42.3666687012,0,02139
"Donuts, Coffee & Tea",2.0,4pMBlC7fmytybkaV5-5LrQ,-71.0747708,7,Dunkin',42.3314815,0,02119
Ice Cream & Frozen Yogurt,4.5,ntCPHC47djZwsOqc_kJeJg,-71.13041,39,The Scoop N Scootery,42.35249,0,02134
"Beer Bar, Beer Tours",4.0,D0XChUzTgYwOzU33n4W59g,-71.05643,19,Sam Adams Boston Taproom,42.35928,0,02109
Mexican,4.5,iQtGgTuPT7Zb_AHtLxl5sw,-71.02818,351,Taqueria Jalisco,42.37872,0,02128
Thai,4.5,4477ntkswKJ7L3a9pQlgpA,-71.12138,108,Thai Dish,42.35274,0,02215
"Salad, Vegetarian",4.0,3JR6UDnM4sA0Pr3z1DaEtw,-71.0477234423,153,sweetgreen,42.3501618123,0,02210
Coffee & Tea,4.0,lVWr1_4dtDQgZ1PQD0jllQ,-71.083393,226,Farmer Horse Coffee,42.341943,0,02115
"Sushi Bars, Poke, Salad",3.5,mPyvlRBRhN3hSHo0DMDWrQ,-71.12868,66,New Sushi and Poke,42.35239,0,02134
"Irish, Pubs",3.5,fNdehpeJkjtPF-EXGlDhWA,-71.173546,50,Waterfords Restaurant & Pub,42.270114,0,02026
Moroccan,4.0,rQ8NMRJfhTTV77gFoVYHyA,-71.108693,143,Moroccan Hospitality Restaurant,42.383927,0,02143
Coffee & Tea,3.5,TAYkOUQfHhYEOYu5fErIIw,-71.154378,42,Starbucks,42.358805,0,02135
"Food Trucks, Bubble Tea",4.5,18aDgJE0XsOQ474ZddwUzw,-71.0765457153,14,Sweet Bubble Truck,42.3507957458,0,02116
Thai,4.0,SH4c_oijp86ooTJmLvx6SQ,-71.0969619751,316,Thaitation,42.3423309326,0,02215
"American (New), Sports Bars",4.0,FioFvBhgVPV2dZW3mxjxQQ,-71.1341649,489,Lulu's Allston,42.3550647,0,02134
Lounges,2.0,tQmz0EYJ00iAHjIQAqj36Q,-71.0648214908,99,Hava Nightclub,42.3508036759,0,02116
Chinese,2.5,W_okAiLXAYCJo1yMZtdQEA,-71.0616073608,28,The Great Wok,42.3209266663,0,02125
"Ramen, Noodles",3.0,BO4Usu_YSE7jlmchGMeVcw,-71.08743,132,Shin Hakata Ramen,42.34588,0,02135
"American (Traditional), Brewpubs, Beer Bar",3.0,QeHA9K8uks9XGBxJeKzFCA,-71.06049,484,BEERWORKS No. 3 Canal,42.36439,0,02114
"Kebab, Lebanese",4.0,1G1OQnGgvz7Or7Cwe4bLxw,-71.12685,237,Cafe Barada,42.3948,0,02140
"Sandwiches, Bagels",3.0,NpF6tnFh09Xp66DPh3BrGQ,-71.046191,95,Better Bagels,42.351908,0,02210
Chinese,3.5,sPd-zQtPSARMw1vx131v1w,-71.100974232,412,Mary Chung Restaurant,42.3637238145,0,02139
Coffee & Tea,3.5,AwTkLfIvGdsCa2WSriWy7Q,-71.106258,20,Starbucks,42.33858,0,02215
"Pizza, Sandwiches",3.5,xdl0KsLqCIwV5oME3-jOMg,-71.1408696865,405,Big Daddys Pizza & Sub Shop,42.3622823025,0,02135
"American (Traditional), Dive Bars, Pubs",3.5,UAtX7xmIfdd1W2Pebf6NWg,-71.0598171,240,Sidebar Boston,42.3563686,0,02108
"Italian, Breakfast & Brunch",4.0,hdpeU1L6u12iUFylqVTrIQ,-71.051361084,174,Anthony's Cafe,42.3639907837,0,02109
Airport Lounges,3.5,kDMGeJU4chpwqto5Tx0dag,-71.0175186688,55,United Club Terminal B,42.3608537827,0,02128
Sandwiches,3.5,oUuZ7qwvVcVdXrxQ0pcEJg,-71.083305432,12,Ugi's Subs,42.3285599123,0,02119
"Landmarks & Historical Buildings, Transportation",3.0,v8BsJqZgU3d8AUBU--4GHg,-71.1107484612,1,Reid Overpass,42.354223269,0,02139
"Lounges, Cocktail Bars, Sandwiches",3.5,SCXfxp-mF-S2YoLqfYMSEA,-71.07779,73,Map Room Tea Lounge,42.349713,0,02116
"Sandwiches, Dominican",4.5,CbywnxObePxe54ssiO2awg,-71.1092973933,145,Pikalo,42.3220872912,0,02130
Landmarks & Historical Buildings,4.5,Kc5hgmeGig_rgTjIscwA4w,-71.060882,2,Dorchester Historical Society,42.323318,0,02125
Chinese,2.5,QQ4sO_x9gzDhvmd754xe6w,-71.047308594,47,South Boston Chinese Restaurant,42.3364832997,0,02127
"Breakfast & Brunch, Grocery, Beer, Wine & Spirits",3.5,A78A1DoDEDqYFKrGolKIvA,-71.045827,38,Frank Anthony's Gourmet Market,42.353641,0,02210
Art Museums,3.5,uwnyqVCkrVSnA0v3UQ8GxA,-71.0334801301,7,ICA Watershed,42.3643818741,0,02128
"Mexican, Lounges",3.5,PkSaTVkRMXUcsrAJHxPI2w,-71.0533,73,Ghost Pepper Taco + Tequila Bar,42.31164,0,02125
"American (Traditional), Wine Bars, Pubs",4.0,XlcWm3OdV1QrSPF_AwrlTQ,-71.1208141,229,Shays Pub & Wine Bar,42.3717754,0,02138
"Tapas Bars, Spanish, Cocktail Bars",4.0,NYa-JphaaB41ElGsb3iawA,-71.07592429,2152,Toro,42.33698788,0,02118
Ice Cream & Frozen Yogurt,4.0,GkooYmxZIID5trW2HUBZzQ,-71.0282424411,9,Tutti Frutti,42.3791542374,0,02128
Thai,4.0,DyFVWYvTsCogh3Aufaf11g,-71.12676,701,Dok Bua Thai Kitchen,42.34552,0,02446
"Bars, American (Traditional), Pizza",2.5,X6megK3Vz4xMquw2f233xQ,-71.0532127993,310,Coogan's,42.3583997891,0,02109
"Mexican, Desserts, Seafood",4.0,1IbN2bC8esry0KUtLvj7Dw,-71.0433968923,73,El Potro Mexican Grill,42.3947743028,0,02150
"Sandwiches, Soup",3.0,fb_mxYlM2Q5PYreSuPVG0g,-71.11896,4,PIT STOP,42.25247,0,02136
Landmarks & Historical Buildings,4.5,9Bpv6C_YxJe7j0YInPbvAw,-71.1151274053,11,Memorial Hall,42.3759966591,0,02138
"Southern, Barbeque, Whiskey Bars",4.0,gvslXIfVWkVu12MjgdlZJg,-71.0913755364,573,The Smoke Shop BBQ - Kendall Square,42.3662975093,0,02139
"Coffee & Tea, Diners, Breakfast & Brunch",3.5,G-ZWIoSrDmtQxV4RTeofxA,-71.11888,252,Martin's Coffee Shop,42.33447,0,02445
Seafood,4.5,XPxn2iIYdJdc2ErCrWw-rQ,-71.05141,201,il Molo,42.36541,0,02109
"Burgers, Sandwiches, American (Traditional)",3.5,qTLrDJ-4svS_Ml8BZIBJAg,-71.0454232668,21,LoLa Burger Boston,42.354219,0,02210
"Persian/Iranian, Middle Eastern",4.0,WsOF8iS1aRNVKVJdCPG0TQ,-71.15882,49,Hafez House Of Kabobs,42.37087,0,02472
"Seafood, Sandwiches",4.0,2OPwmUgtjb3nhClb7IEOxA,-71.0707232,40,Cusser's Roast Beef and Seafood,42.3497886,0,02116
"Indian, Pakistani, Bangladeshi",3.5,eIXfbg4B6WVEQLdp54yQAw,-71.0354116559,108,Cafe Mamtaz,42.334260419,0,02127
Sports Bars,3.5,3edYNqlyo-x9ygEuw-SmOw,-71.061494,80,Banners Kitchen & Tap,42.36556,0,02114
"Coffee & Tea, Bagels, Sandwiches",4.0,WUW2q1wJ15SlYW2TojBrfA,-71.0984968767,140,Pavement Coffeehouse,42.3442334895,0,02215
"Pizza, Desserts",4.0,7ysLZWWRw4swz6x9d6KXwg,-71.0558242798,754,Ernesto's,42.3633537292,0,02113
Buffets,3.5,dwNcDVlmXbl2u6WZpP2y8Q,-71.001065,219,Flaming Grill & Buffet,42.39762,0,02151
Bakeries,4.5,LQwBjGZRju7VdURxM6Ot0w,-71.06289,83,May's Cake House,42.34779,0,02111
"American (Traditional), Sandwiches",3.5,YORPRZ0JYOSyautw0XIuUQ,-70.9942321777,46,Dimino's Sub Sandwiches,42.3991165161,0,02151
Coffee & Tea,4.0,JlXNPA0Xeywc9rGwAj61JA,-71.07881,13,Blue Bottle Coffee,42.35086,0,02116
"Italian, Wine Bars",4.0,wt-fwK_Y4WmJ0HBui4EsIQ,-71.0841531185,98,Fat Hen Broadway East,42.3877651174,0,02145
Cafeteria,4.5,Lwys_i_3iIPlUCHJr-NQJw,-71.10708,12,Dana Farber Cancer Institute Cafeteria,42.33757,0,02115
Parks,3.5,_jiX3gyn_WlbM3Wp0aV_wg,-71.15345,3,Brighton Square Park,42.348258,0,02135
"American (New), Cocktail Bars, Gastropubs",4.0,kF_0OkW9sTQQNIwQfbDE3Q,-71.03906,275,Chelsea Station Restaurant Bar & Lounge,42.39446,0,02150
Italian,4.5,ANS_99in7H56CgBPoELspQ,-71.05812,135,Tony & Elaine’s,42.36559,0,02114
Seafood,4.0,i6uHrxuS1D_6V8WhaWLy5A,-71.0791224249,1775,Luke's Lobster Back Bay,42.3485601424,0,02116
"Coffee & Tea, Pizza, Breakfast & Brunch",3.5,HhX8Gv5riCptJXMa2Mn1RA,-71.03351,107,Sidewalk Cafe,42.33496,0,02127
"Creperies, Coffee & Tea, Sandwiches",5.0,IkW9B9l6lwZXEkB13euiUQ,-71.1160116752,14,The Little Crepe Cafe,42.3832782304,0,02140
Seafood,4.0,HUtHbHjyu114ptcilT_M6g,-71.12766,410,The Daily Catch,42.34611,0,02446
"Food Trucks, Pizza, Italian",4.0,vN_tyHV0wPax-4-0Jexk9w,-71.0523602402,14,Posto Mobile,42.358724831,0,02144
Bakeries,5.0,HZRNHnPx7mAtJMxxMTwQmg,-71.1878814697,5,Campolongo Cookie Company,42.3676109314,0,02135
Mexican,4.0,69-tXtqcihNJbCLmzTtGYA,-71.0795889795,478,Taco Loco Mexican Grill,42.3863690346,0,02145
Haitian,3.5,rLCMkeNtti0sCJdO-1gkKA,-71.08718,30,Natif Natal Restaurant,42.29623,0,02124
Mexican,4.0,kPx3jS8sfMRP1t0Zg_ZfDA,-71.06127,16,Dora Taqueria,42.31548,0,02125
"Coffee & Tea, Sandwiches, Bakeries",3.0,eLYRWw5txXGNBY9l-uhFmw,-71.10684,33,Au Bon Pain,42.336053,0,02115
"Pizza, Sandwiches, Salad",3.0,ods77_L7AjlkvGqR79ndzQ,-71.09797,362,Game On,42.3470351,0,02215
Sushi Bars,4.0,kBwyfAdot5um4bjKdowdOw,-71.10171,39,Sushi Today,42.33291,0,02120
Lounges,3.0,2mYabDGiwYidfct2Z7lFHA,-71.0671586,72,Rooftop at Revere,42.3507393,0,02116
"Coffee & Tea, Donuts",2.0,_FHnaUCxsmL3n0ZeSc4ZDQ,-71.1368674,16,Dunkin',42.3386839,0,02445
"Sandwiches, Pizza",4.0,rnwrQjhb7KcV6uoElNTH5w,-71.0983399,67,Hot Box,42.38091,0,02143
Cafes,2.5,Hjp-QNB5dvEs5mKtsEttzA,-71.1072127,12,Bourbon Street Cafe,42.3387382,0,02115
